waveform	Ch0		Gen	
t0	04.02.2020  15:03:26,447537		04.02.2020  15:03:26,447541	
delta t	8,000000E-6		8,000000E-6	

time[0]	Ch0	time[1]	Gen
04.02.2020  15:03:26,452041	9,590918E-1	04.02.2020  15:03:26,452045	4,996711E+0
04.02.2020  15:03:26,452049	9,742471E-1	04.02.2020  15:03:26,452053	4,996066E+0
04.02.2020  15:03:26,452057	9,926269E-1	04.02.2020  15:03:26,452061	4,996711E+0
04.02.2020  15:03:26,452065	1,010039E+0	04.02.2020  15:03:26,452069	4,996388E+0
04.02.2020  15:03:26,452073	1,023905E+0	04.02.2020  15:03:26,452077	4,996066E+0
04.02.2020  15:03:26,452081	1,036480E+0	04.02.2020  15:03:26,452085	4,996388E+0
04.02.2020  15:03:26,452089	1,057440E+0	04.02.2020  15:03:26,452093	4,995743E+0
04.02.2020  15:03:26,452097	1,069371E+0	04.02.2020  15:03:26,452101	4,995099E+0
04.02.2020  15:03:26,452105	1,085816E+0	04.02.2020  15:03:26,452109	4,995099E+0
04.02.2020  15:03:26,452113	1,104196E+0	04.02.2020  15:03:26,452117	4,994776E+0
04.02.2020  15:03:26,452121	1,120641E+0	04.02.2020  15:03:26,452125	4,994454E+0
04.02.2020  15:03:26,452129	1,136441E+0	04.02.2020  15:03:26,452133	4,994454E+0
04.02.2020  15:03:26,452137	1,149016E+0	04.02.2020  15:03:26,452141	4,994776E+0
04.02.2020  15:03:26,452145	1,170298E+0	04.02.2020  15:03:26,452149	4,994131E+0
04.02.2020  15:03:26,452153	1,187388E+0	04.02.2020  15:03:26,452157	4,994454E+0
04.02.2020  15:03:26,452161	1,198029E+0	04.02.2020  15:03:26,452165	4,993164E+0
04.02.2020  15:03:26,452169	1,216087E+0	04.02.2020  15:03:26,452173	4,993809E+0
04.02.2020  15:03:26,452177	1,231242E+0	04.02.2020  15:03:26,452181	4,992196E+0
04.02.2020  15:03:26,452185	1,245752E+0	04.02.2020  15:03:26,452189	4,991229E+0
04.02.2020  15:03:26,452193	1,258973E+0	04.02.2020  15:03:26,452197	4,990262E+0
04.02.2020  15:03:26,452201	1,279610E+0	04.02.2020  15:03:26,452205	4,988327E+0
04.02.2020  15:03:26,452209	1,296055E+0	04.02.2020  15:03:26,452213	4,987037E+0
04.02.2020  15:03:26,452217	1,310565E+0	04.02.2020  15:03:26,452221	4,985102E+0
04.02.2020  15:03:26,452225	1,326366E+0	04.02.2020  15:03:26,452229	4,983490E+0
04.02.2020  15:03:26,452233	1,344423E+0	04.02.2020  15:03:26,452237	4,981555E+0
04.02.2020  15:03:26,452241	1,359901E+0	04.02.2020  15:03:26,452245	4,978976E+0
04.02.2020  15:03:26,452249	1,374089E+0	04.02.2020  15:03:26,452253	4,976396E+0
04.02.2020  15:03:26,452257	1,390211E+0	04.02.2020  15:03:26,452261	4,974139E+0
04.02.2020  15:03:26,452265	1,406979E+0	04.02.2020  15:03:26,452269	4,971237E+0
04.02.2020  15:03:26,452273	1,423424E+0	04.02.2020  15:03:26,452277	4,967367E+0
04.02.2020  15:03:26,452281	1,437289E+0	04.02.2020  15:03:26,452285	4,963820E+0
04.02.2020  15:03:26,452289	1,457926E+0	04.02.2020  15:03:26,452293	4,961240E+0
04.02.2020  15:03:26,452297	1,471792E+0	04.02.2020  15:03:26,452301	4,957371E+0
04.02.2020  15:03:26,452305	1,488559E+0	04.02.2020  15:03:26,452309	4,952857E+0
04.02.2020  15:03:26,452313	1,502103E+0	04.02.2020  15:03:26,452317	4,947697E+0
04.02.2020  15:03:26,452321	1,519193E+0	04.02.2020  15:03:26,452325	4,944795E+0
04.02.2020  15:03:26,452329	1,536283E+0	04.02.2020  15:03:26,452333	4,937701E+0
04.02.2020  15:03:26,452337	1,549826E+0	04.02.2020  15:03:26,452341	4,932542E+0
04.02.2020  15:03:26,452345	1,568205E+0	04.02.2020  15:03:26,452349	4,927060E+0
04.02.2020  15:03:26,452353	1,585940E+0	04.02.2020  15:03:26,452357	4,919643E+0
04.02.2020  15:03:26,452361	1,600451E+0	04.02.2020  15:03:26,452365	4,913517E+0
04.02.2020  15:03:26,452369	1,613026E+0	04.02.2020  15:03:26,452373	4,906100E+0
04.02.2020  15:03:26,452377	1,633986E+0	04.02.2020  15:03:26,452381	4,899329E+0
04.02.2020  15:03:26,452385	1,649464E+0	04.02.2020  15:03:26,452389	4,891590E+0
04.02.2020  15:03:26,452393	1,663974E+0	04.02.2020  15:03:26,452397	4,881916E+0
04.02.2020  15:03:26,452401	1,681064E+0	04.02.2020  15:03:26,452405	4,874499E+0
04.02.2020  15:03:26,452409	1,699122E+0	04.02.2020  15:03:26,452413	4,865471E+0
04.02.2020  15:03:26,452417	1,713632E+0	04.02.2020  15:03:26,452421	4,854184E+0
04.02.2020  15:03:26,452425	1,727820E+0	04.02.2020  15:03:26,452429	4,844188E+0
04.02.2020  15:03:26,452433	1,747490E+0	04.02.2020  15:03:26,452437	4,835804E+0
04.02.2020  15:03:26,452441	1,762000E+0	04.02.2020  15:03:26,452445	4,824518E+0
04.02.2020  15:03:26,452449	1,777800E+0	04.02.2020  15:03:26,452453	4,811943E+0
04.02.2020  15:03:26,452457	1,792311E+0	04.02.2020  15:03:26,452461	4,803236E+0
04.02.2020  15:03:26,452465	1,810690E+0	04.02.2020  15:03:26,452469	4,789693E+0
04.02.2020  15:03:26,452473	1,823911E+0	04.02.2020  15:03:26,452477	4,777762E+0
04.02.2020  15:03:26,452481	1,839711E+0	04.02.2020  15:03:26,452485	4,764541E+0
04.02.2020  15:03:26,452489	1,861316E+0	04.02.2020  15:03:26,452493	4,751321E+0
04.02.2020  15:03:26,452497	1,873569E+0	04.02.2020  15:03:26,452501	4,737455E+0
04.02.2020  15:03:26,452505	1,888079E+0	04.02.2020  15:03:26,452509	4,716495E+0
04.02.2020  15:03:26,452513	1,906459E+0	04.02.2020  15:03:26,452517	4,700372E+0
04.02.2020  15:03:26,452521	1,923549E+0	04.02.2020  15:03:26,452525	4,683604E+0
04.02.2020  15:03:26,452529	1,936770E+0	04.02.2020  15:03:26,452533	4,664902E+0
04.02.2020  15:03:26,452537	1,951925E+0	04.02.2020  15:03:26,452541	4,645877E+0
04.02.2020  15:03:26,452545	1,970305E+0	04.02.2020  15:03:26,452549	4,626530E+0
04.02.2020  15:03:26,452553	1,986105E+0	04.02.2020  15:03:26,452557	4,605892E+0
04.02.2020  15:03:26,452561	2,001583E+0	04.02.2020  15:03:26,452565	4,575904E+0
04.02.2020  15:03:26,452569	2,014804E+0	04.02.2020  15:03:26,452573	4,553654E+0
04.02.2020  15:03:26,452577	2,036408E+0	04.02.2020  15:03:26,452581	4,529147E+0
04.02.2020  15:03:26,452585	2,049951E+0	04.02.2020  15:03:26,452589	4,501094E+0
04.02.2020  15:03:26,452593	2,063494E+0	04.02.2020  15:03:26,452597	4,466913E+0
04.02.2020  15:03:26,452601	2,080584E+0	04.02.2020  15:03:26,452605	4,436602E+0
04.02.2020  15:03:26,452609	2,099931E+0	04.02.2020  15:03:26,452613	4,404679E+0
04.02.2020  15:03:26,452617	2,115087E+0	04.02.2020  15:03:26,452621	4,352441E+0
04.02.2020  15:03:26,452625	2,129275E+0	04.02.2020  15:03:26,452629	4,309232E+0
04.02.2020  15:03:26,452633	2,147977E+0	04.02.2020  15:03:26,452637	4,262153E+0
04.02.2020  15:03:26,452641	2,164422E+0	04.02.2020  15:03:26,452645	4,207013E+0
04.02.2020  15:03:26,452649	2,177320E+0	04.02.2020  15:03:26,452653	4,127689E+0
04.02.2020  15:03:26,452657	2,192476E+0	04.02.2020  15:03:26,452661	4,041270E+0
04.02.2020  15:03:26,452665	2,212145E+0	04.02.2020  15:03:26,452669	3,919704E+0
04.02.2020  15:03:26,452673	2,228268E+0	04.02.2020  15:03:26,452677	3,732035E+0
04.02.2020  15:03:26,452681	2,244068E+0	04.02.2020  15:03:26,452685	3,393779E+0
04.02.2020  15:03:26,452689	2,258579E+0	04.02.2020  15:03:26,452693	2,945244E+0
04.02.2020  15:03:26,452697	2,276636E+0	04.02.2020  15:03:26,452701	2,409969E+0
04.02.2020  15:03:26,452705	2,291792E+0	04.02.2020  15:03:26,452709	1,805690E+0
04.02.2020  15:03:26,452713	2,305657E+0	04.02.2020  15:03:26,452717	1,179486E+0
04.02.2020  15:03:26,452721	2,324359E+0	04.02.2020  15:03:26,452725	7,806124E-1
04.02.2020  15:03:26,452729	2,340805E+0	04.02.2020  15:03:26,452733	6,116474E-1
04.02.2020  15:03:26,452737	2,355960E+0	04.02.2020  15:03:26,452741	5,281323E-1
04.02.2020  15:03:26,452745	2,368858E+0	04.02.2020  15:03:26,452749	4,813767E-1
04.02.2020  15:03:26,452753	2,387883E+0	04.02.2020  15:03:26,452757	4,475192E-1
04.02.2020  15:03:26,452761	2,403361E+0	04.02.2020  15:03:26,452765	4,078576E-1
04.02.2020  15:03:26,452769	2,416259E+0	04.02.2020  15:03:26,452773	3,852859E-1
04.02.2020  15:03:26,452777	2,437541E+0	04.02.2020  15:03:26,452781	3,640041E-1
04.02.2020  15:03:26,452785	2,453019E+0	04.02.2020  15:03:26,452789	3,433672E-1
04.02.2020  15:03:26,452793	2,465594E+0	04.02.2020  15:03:26,452797	3,211180E-1
04.02.2020  15:03:26,452801	2,479782E+0	04.02.2020  15:03:26,452805	3,117669E-1
04.02.2020  15:03:26,452809	2,499452E+0	04.02.2020  15:03:26,452813	2,966116E-1
04.02.2020  15:03:26,452817	2,511060E+0	04.02.2020  15:03:26,452821	2,798441E-1
04.02.2020  15:03:26,452825	2,526216E+0	04.02.2020  15:03:26,452829	2,666236E-1
04.02.2020  15:03:26,452833	2,547175E+0	04.02.2020  15:03:26,452837	2,546929E-1
04.02.2020  15:03:26,452841	2,562008E+0	04.02.2020  15:03:26,452845	2,408274E-1
04.02.2020  15:03:26,452849	2,576519E+0	04.02.2020  15:03:26,452853	2,308314E-1
04.02.2020  15:03:26,452857	2,592641E+0	04.02.2020  15:03:26,452861	2,201905E-1
04.02.2020  15:03:26,452865	2,609087E+0	04.02.2020  15:03:26,452869	2,111619E-1
04.02.2020  15:03:26,452873	2,625532E+0	04.02.2020  15:03:26,452877	1,992311E-1
04.02.2020  15:03:26,452881	2,639075E+0	04.02.2020  15:03:26,452885	1,921372E-1
04.02.2020  15:03:26,452889	2,659067E+0	04.02.2020  15:03:26,452893	1,837535E-1
04.02.2020  15:03:26,452897	2,673900E+0	04.02.2020  15:03:26,452901	1,756922E-1
04.02.2020  15:03:26,452905	2,690023E+0	04.02.2020  15:03:26,452909	1,660186E-1
04.02.2020  15:03:26,452913	2,704211E+0	04.02.2020  15:03:26,452917	1,598920E-1
04.02.2020  15:03:26,452921	2,722591E+0	04.02.2020  15:03:26,452925	1,534430E-1
04.02.2020  15:03:26,452929	2,739358E+0	04.02.2020  15:03:26,452933	1,434470E-1
04.02.2020  15:03:26,452937	2,752256E+0	04.02.2020  15:03:26,452941	1,386102E-1
04.02.2020  15:03:26,452945	2,770314E+0	04.02.2020  15:03:26,452949	1,324836E-1
04.02.2020  15:03:26,452953	2,786759E+0	04.02.2020  15:03:26,452957	1,273244E-1
04.02.2020  15:03:26,452961	2,800625E+0	04.02.2020  15:03:26,452965	1,205529E-1
04.02.2020  15:03:26,452969	2,816425E+0	04.02.2020  15:03:26,452973	1,150712E-1
04.02.2020  15:03:26,452977	2,835127E+0	04.02.2020  15:03:26,452981	1,099120E-1
04.02.2020  15:03:26,452985	2,849960E+0	04.02.2020  15:03:26,452989	1,037854E-1
04.02.2020  15:03:26,452993	2,864471E+0	04.02.2020  15:03:26,452997	9,927107E-2
04.02.2020  15:03:26,453001	2,879948E+0	04.02.2020  15:03:26,453005	9,475674E-2
04.02.2020  15:03:26,453009	2,898651E+0	04.02.2020  15:03:26,453013	9,056487E-2
04.02.2020  15:03:26,453017	2,914451E+0	04.02.2020  15:03:26,453021	8,443828E-2
04.02.2020  15:03:26,453025	2,930251E+0	04.02.2020  15:03:26,453029	8,153622E-2
04.02.2020  15:03:26,453033	2,947986E+0	04.02.2020  15:03:26,453037	7,669944E-2
04.02.2020  15:03:26,453041	2,963464E+0	04.02.2020  15:03:26,453045	7,347492E-2
04.02.2020  15:03:26,453049	2,977007E+0	04.02.2020  15:03:26,453053	6,831569E-2
04.02.2020  15:03:26,453057	2,993130E+0	04.02.2020  15:03:26,453061	6,476872E-2
04.02.2020  15:03:26,453065	3,012800E+0	04.02.2020  15:03:26,453069	6,154421E-2
04.02.2020  15:03:26,453073	3,028278E+0	04.02.2020  15:03:26,453077	5,767478E-2
04.02.2020  15:03:26,453081	3,043111E+0	04.02.2020  15:03:26,453085	5,412782E-2
04.02.2020  15:03:26,453089	3,061168E+0	04.02.2020  15:03:26,453093	5,154820E-2
04.02.2020  15:03:26,453097	3,076968E+0	04.02.2020  15:03:26,453101	4,832368E-2
04.02.2020  15:03:26,453105	3,091156E+0	04.02.2020  15:03:26,453109	4,477671E-2
04.02.2020  15:03:26,453113	3,105667E+0	04.02.2020  15:03:26,453117	4,219710E-2
04.02.2020  15:03:26,453121	3,125982E+0	04.02.2020  15:03:26,453125	3,993994E-2
04.02.2020  15:03:26,453129	3,139847E+0	04.02.2020  15:03:26,453133	3,639297E-2
04.02.2020  15:03:26,453137	3,154035E+0	04.02.2020  15:03:26,453141	3,478071E-2
04.02.2020  15:03:26,453145	3,170158E+0	04.02.2020  15:03:26,453149	3,252355E-2
04.02.2020  15:03:26,453153	3,187893E+0	04.02.2020  15:03:26,453157	3,026638E-2
04.02.2020  15:03:26,453161	3,204338E+0	04.02.2020  15:03:26,453165	2,768677E-2
04.02.2020  15:03:26,453169	3,220461E+0	04.02.2020  15:03:26,453173	2,575206E-2
04.02.2020  15:03:26,453177	3,236584E+0	04.02.2020  15:03:26,453181	2,381735E-2
04.02.2020  15:03:26,453185	3,251739E+0	04.02.2020  15:03:26,453189	2,188264E-2
04.02.2020  15:03:26,453193	3,267862E+0	04.02.2020  15:03:26,453197	1,930302E-2
04.02.2020  15:03:26,453201	3,282695E+0	04.02.2020  15:03:26,453205	1,801322E-2
04.02.2020  15:03:26,453209	3,301397E+0	04.02.2020  15:03:26,453213	1,704586E-2
04.02.2020  15:03:26,453217	3,318165E+0	04.02.2020  15:03:26,453221	1,414380E-2
04.02.2020  15:03:26,453225	3,331063E+0	04.02.2020  15:03:26,453229	1,317644E-2
04.02.2020  15:03:26,453233	3,347508E+0	04.02.2020  15:03:26,453237	1,220909E-2
04.02.2020  15:03:26,453241	3,363954E+0	04.02.2020  15:03:26,453245	1,091928E-2
04.02.2020  15:03:26,453249	3,382011E+0	04.02.2020  15:03:26,453253	9,629472E-3
04.02.2020  15:03:26,453257	3,394909E+0	04.02.2020  15:03:26,453261	8,662117E-3
04.02.2020  15:03:26,453265	3,414902E+0	04.02.2020  15:03:26,453269	7,372310E-3
04.02.2020  15:03:26,453273	3,430702E+0	04.02.2020  15:03:26,453277	6,727406E-3
04.02.2020  15:03:26,453281	3,444890E+0	04.02.2020  15:03:26,453285	5,437599E-3
04.02.2020  15:03:26,453289	3,460045E+0	04.02.2020  15:03:26,453293	5,115148E-3
04.02.2020  15:03:26,453297	3,479715E+0	04.02.2020  15:03:26,453301	4,792696E-3
04.02.2020  15:03:26,453305	3,494226E+0	04.02.2020  15:03:26,453309	3,180437E-3
04.02.2020  15:03:26,453313	3,507769E+0	04.02.2020  15:03:26,453317	3,180437E-3
04.02.2020  15:03:26,453321	3,526471E+0	04.02.2020  15:03:26,453325	2,857985E-3
04.02.2020  15:03:26,453329	3,544206E+0	04.02.2020  15:03:26,453333	2,857985E-3
04.02.2020  15:03:26,453337	3,556782E+0	04.02.2020  15:03:26,453341	2,535534E-3
04.02.2020  15:03:26,453345	3,570970E+0	04.02.2020  15:03:26,453349	2,213082E-3
04.02.2020  15:03:26,453353	3,590962E+0	04.02.2020  15:03:26,453357	1,890630E-3
04.02.2020  15:03:26,453361	3,607730E+0	04.02.2020  15:03:26,453365	1,890630E-3
04.02.2020  15:03:26,453369	3,619661E+0	04.02.2020  15:03:26,453373	1,890630E-3
04.02.2020  15:03:26,453377	3,638686E+0	04.02.2020  15:03:26,453381	1,245727E-3
04.02.2020  15:03:26,453385	3,655131E+0	04.02.2020  15:03:26,453389	1,245727E-3
04.02.2020  15:03:26,453393	3,670931E+0	04.02.2020  15:03:26,453397	1,568178E-3
04.02.2020  15:03:26,453401	3,683507E+0	04.02.2020  15:03:26,453405	1,890630E-3
04.02.2020  15:03:26,453409	3,702855E+0	04.02.2020  15:03:26,453413	9,232750E-4
04.02.2020  15:03:26,453417	3,718977E+0	04.02.2020  15:03:26,453421	1,245727E-3
04.02.2020  15:03:26,453425	3,731876E+0	04.02.2020  15:03:26,453429	1,245727E-3
04.02.2020  15:03:26,453433	3,745419E+0	04.02.2020  15:03:26,453437	1,245727E-3
04.02.2020  15:03:26,453441	3,767991E+0	04.02.2020  15:03:26,453445	9,232750E-4
04.02.2020  15:03:26,453449	3,781534E+0	04.02.2020  15:03:26,453453	1,245727E-3
04.02.2020  15:03:26,453457	3,797012E+0	04.02.2020  15:03:26,453461	6,008232E-4
04.02.2020  15:03:26,453465	3,815069E+0	04.02.2020  15:03:26,453469	9,232750E-4
04.02.2020  15:03:26,453473	3,832482E+0	04.02.2020  15:03:26,453477	1,245727E-3
04.02.2020  15:03:26,453481	3,846992E+0	04.02.2020  15:03:26,453485	6,008232E-4
04.02.2020  15:03:26,453489	3,862793E+0	04.02.2020  15:03:26,453493	6,008232E-4
04.02.2020  15:03:26,453497	3,879238E+0	04.02.2020  15:03:26,453501	6,008232E-4
04.02.2020  15:03:26,453505	3,893104E+0	04.02.2020  15:03:26,453509	9,232750E-4
04.02.2020  15:03:26,453513	3,910516E+0	04.02.2020  15:03:26,453517	6,008232E-4
04.02.2020  15:03:26,453521	3,928251E+0	04.02.2020  15:03:26,453525	6,008232E-4
04.02.2020  15:03:26,453529	3,942762E+0	04.02.2020  15:03:26,453533	9,232750E-4
04.02.2020  15:03:26,453537	3,956950E+0	04.02.2020  15:03:26,453541	2,783715E-4
04.02.2020  15:03:26,453545	3,972750E+0	04.02.2020  15:03:26,453549	6,008232E-4
04.02.2020  15:03:26,453553	3,990808E+0	04.02.2020  15:03:26,453557	6,008232E-4
04.02.2020  15:03:26,453561	4,007898E+0	04.02.2020  15:03:26,453565	6,008232E-4
04.02.2020  15:03:26,453569	4,022086E+0	04.02.2020  15:03:26,453573	6,008232E-4
04.02.2020  15:03:26,453577	4,037242E+0	04.02.2020  15:03:26,453581	6,008232E-4
04.02.2020  15:03:26,453585	4,055944E+0	04.02.2020  15:03:26,453589	2,783715E-4
04.02.2020  15:03:26,453593	4,070455E+0	04.02.2020  15:03:26,453597	2,783715E-4
04.02.2020  15:03:26,453601	4,084320E+0	04.02.2020  15:03:26,453605	2,783715E-4
04.02.2020  15:03:26,453609	4,102700E+0	04.02.2020  15:03:26,453613	6,008232E-4
04.02.2020  15:03:26,453617	4,118178E+0	04.02.2020  15:03:26,453621	-4,408025E-5
04.02.2020  15:03:26,453625	4,134301E+0	04.02.2020  15:03:26,453629	-4,408025E-5
04.02.2020  15:03:26,453633	4,148812E+0	04.02.2020  15:03:26,453637	2,783715E-4
04.02.2020  15:03:26,453641	4,168481E+0	04.02.2020  15:03:26,453645	2,783715E-4
04.02.2020  15:03:26,453649	4,183637E+0	04.02.2020  15:03:26,453653	6,008232E-4
04.02.2020  15:03:26,453657	4,197502E+0	04.02.2020  15:03:26,453661	2,783715E-4
04.02.2020  15:03:26,453665	4,214270E+0	04.02.2020  15:03:26,453669	-4,408025E-5
04.02.2020  15:03:26,453673	4,230393E+0	04.02.2020  15:03:26,453677	2,783715E-4
04.02.2020  15:03:26,453681	4,247483E+0	04.02.2020  15:03:26,453685	2,783715E-4
04.02.2020  15:03:26,453689	4,259737E+0	04.02.2020  15:03:26,453693	-4,408025E-5
04.02.2020  15:03:26,453697	4,280374E+0	04.02.2020  15:03:26,453701	-4,408025E-5
04.02.2020  15:03:26,453705	4,296174E+0	04.02.2020  15:03:26,453709	-4,408025E-5
04.02.2020  15:03:26,453713	4,309395E+0	04.02.2020  15:03:26,453717	-4,408025E-5
04.02.2020  15:03:26,453721	4,322938E+0	04.02.2020  15:03:26,453725	2,783715E-4
04.02.2020  15:03:26,453729	4,343898E+0	04.02.2020  15:03:26,453733	2,783715E-4
04.02.2020  15:03:26,453737	4,356796E+0	04.02.2020  15:03:26,453741	-4,408025E-5
04.02.2020  15:03:26,453745	4,372596E+0	04.02.2020  15:03:26,453749	2,783715E-4
04.02.2020  15:03:26,453753	4,390332E+0	04.02.2020  15:03:26,453757	-4,408025E-5
04.02.2020  15:03:26,453761	4,407099E+0	04.02.2020  15:03:26,453765	2,783715E-4
04.02.2020  15:03:26,453769	4,420965E+0	04.02.2020  15:03:26,453773	-4,408025E-5
04.02.2020  15:03:26,453777	4,439023E+0	04.02.2020  15:03:26,453781	-4,408025E-5
04.02.2020  15:03:26,453785	4,456435E+0	04.02.2020  15:03:26,453789	2,783715E-4
04.02.2020  15:03:26,453793	4,471268E+0	04.02.2020  15:03:26,453797	-4,408025E-5
04.02.2020  15:03:26,453801	4,484489E+0	04.02.2020  15:03:26,453805	-4,408025E-5
04.02.2020  15:03:26,453809	4,502869E+0	04.02.2020  15:03:26,453813	-3,665320E-4
04.02.2020  15:03:26,453817	4,521572E+0	04.02.2020  15:03:26,453821	2,783715E-4
04.02.2020  15:03:26,453825	4,534470E+0	04.02.2020  15:03:26,453829	-4,408025E-5
04.02.2020  15:03:26,453833	4,550270E+0	04.02.2020  15:03:26,453837	-3,665320E-4
04.02.2020  15:03:26,453841	4,565103E+0	04.02.2020  15:03:26,453845	2,783715E-4
04.02.2020  15:03:26,453849	4,585741E+0	04.02.2020  15:03:26,453853	-3,665320E-4
04.02.2020  15:03:26,453857	4,597672E+0	04.02.2020  15:03:26,453861	-3,665320E-4
04.02.2020  15:03:26,453865	4,611860E+0	04.02.2020  15:03:26,453869	-4,408025E-5
04.02.2020  15:03:26,453873	4,633787E+0	04.02.2020  15:03:26,453877	-3,665320E-4
04.02.2020  15:03:26,453881	4,647007E+0	04.02.2020  15:03:26,453885	-3,665320E-4
04.02.2020  15:03:26,453889	4,663453E+0	04.02.2020  15:03:26,453893	-3,665320E-4
04.02.2020  15:03:26,453897	4,681188E+0	04.02.2020  15:03:26,453901	-3,665320E-4
04.02.2020  15:03:26,453905	4,694086E+0	04.02.2020  15:03:26,453909	-4,408025E-5
04.02.2020  15:03:26,453913	4,711176E+0	04.02.2020  15:03:26,453917	2,783715E-4
04.02.2020  15:03:26,453921	4,725365E+0	04.02.2020  15:03:26,453925	-3,665320E-4
04.02.2020  15:03:26,453929	4,744712E+0	04.02.2020  15:03:26,453933	-4,408025E-5
04.02.2020  15:03:26,453937	4,758255E+0	04.02.2020  15:03:26,453941	-4,408025E-5
04.02.2020  15:03:26,453945	4,774701E+0	04.02.2020  15:03:26,453949	-6,889837E-4
04.02.2020  15:03:26,453953	4,788889E+0	04.02.2020  15:03:26,453957	-6,889837E-4
04.02.2020  15:03:26,453961	4,811138E+0	04.02.2020  15:03:26,453965	-3,665320E-4
04.02.2020  15:03:26,453969	4,822747E+0	04.02.2020  15:03:26,453973	-6,889837E-4
04.02.2020  15:03:26,453977	4,837580E+0	04.02.2020  15:03:26,453981	-6,889837E-4
04.02.2020  15:03:26,453985	4,855960E+0	04.02.2020  15:03:26,453989	-4,408025E-5
04.02.2020  15:03:26,453993	4,872728E+0	04.02.2020  15:03:26,453997	-3,665320E-4
04.02.2020  15:03:26,454001	4,887238E+0	04.02.2020  15:03:26,454005	-6,889837E-4
04.02.2020  15:03:26,454009	4,900782E+0	04.02.2020  15:03:26,454013	-3,665320E-4
04.02.2020  15:03:26,454017	4,921096E+0	04.02.2020  15:03:26,454021	-3,665320E-4
04.02.2020  15:03:26,454025	4,935607E+0	04.02.2020  15:03:26,454029	-4,408025E-5
04.02.2020  15:03:26,454033	4,947215E+0	04.02.2020  15:03:26,454037	-4,408025E-5
04.02.2020  15:03:26,454041	4,968498E+0	04.02.2020  15:03:26,454045	-4,408025E-5
04.02.2020  15:03:26,454049	4,982363E+0	04.02.2020  15:03:26,454053	-6,889837E-4
04.02.2020  15:03:26,454057	4,967530E+0	04.02.2020  15:03:26,454061	-3,665320E-4
04.02.2020  15:03:26,454065	4,952052E+0	04.02.2020  15:03:26,454069	-3,665320E-4
04.02.2020  15:03:26,454073	4,930448E+0	04.02.2020  15:03:26,454077	-3,665320E-4
04.02.2020  15:03:26,454081	4,916904E+0	04.02.2020  15:03:26,454085	-3,665320E-4
04.02.2020  15:03:26,454089	4,901104E+0	04.02.2020  15:03:26,454093	-3,665320E-4
04.02.2020  15:03:26,454097	4,888528E+0	04.02.2020  15:03:26,454101	-3,665320E-4
04.02.2020  15:03:26,454105	4,869503E+0	04.02.2020  15:03:26,454109	-3,665320E-4
04.02.2020  15:03:26,454113	4,852090E+0	04.02.2020  15:03:26,454117	-4,408025E-5
04.02.2020  15:03:26,454121	4,839192E+0	04.02.2020  15:03:26,454125	-3,665320E-4
04.02.2020  15:03:26,454129	4,822424E+0	04.02.2020  15:03:26,454133	-1,011435E-3
04.02.2020  15:03:26,454137	4,807591E+0	04.02.2020  15:03:26,454141	-3,665320E-4
04.02.2020  15:03:26,454145	4,790501E+0	04.02.2020  15:03:26,454149	-6,889837E-4
04.02.2020  15:03:26,454153	4,774378E+0	04.02.2020  15:03:26,454157	-6,889837E-4
04.02.2020  15:03:26,454161	4,758578E+0	04.02.2020  15:03:26,454165	-3,665320E-4
04.02.2020  15:03:26,454169	4,739230E+0	04.02.2020  15:03:26,454173	-6,889837E-4
04.02.2020  15:03:26,454177	4,726010E+0	04.02.2020  15:03:26,454181	-3,665320E-4
04.02.2020  15:03:26,454185	4,710209E+0	04.02.2020  15:03:26,454189	-6,889837E-4
04.02.2020  15:03:26,454193	4,693764E+0	04.02.2020  15:03:26,454197	-6,889837E-4
04.02.2020  15:03:26,454201	4,678931E+0	04.02.2020  15:03:26,454205	-6,889837E-4
04.02.2020  15:03:26,454209	4,665710E+0	04.02.2020  15:03:26,454213	-6,889837E-4
04.02.2020  15:03:26,454217	4,645718E+0	04.02.2020  15:03:26,454221	-6,889837E-4
04.02.2020  15:03:26,454225	4,630562E+0	04.02.2020  15:03:26,454229	-6,889837E-4
04.02.2020  15:03:26,454233	4,614762E+0	04.02.2020  15:03:26,454237	-3,665320E-4
04.02.2020  15:03:26,454241	4,602831E+0	04.02.2020  15:03:26,454245	-3,665320E-4
04.02.2020  15:03:26,454249	4,580904E+0	04.02.2020  15:03:26,454253	-1,011435E-3
04.02.2020  15:03:26,454257	4,567038E+0	04.02.2020  15:03:26,454261	-3,665320E-4
04.02.2020  15:03:26,454265	4,552528E+0	04.02.2020  15:03:26,454269	-3,665320E-4
04.02.2020  15:03:26,454273	4,533180E+0	04.02.2020  15:03:26,454277	-3,665320E-4
04.02.2020  15:03:26,454281	4,517057E+0	04.02.2020  15:03:26,454285	-3,665320E-4
04.02.2020  15:03:26,454289	4,502224E+0	04.02.2020  15:03:26,454293	-3,665320E-4
04.02.2020  15:03:26,454297	4,489003E+0	04.02.2020  15:03:26,454301	-4,408025E-5
04.02.2020  15:03:26,454305	4,471591E+0	04.02.2020  15:03:26,454309	-3,665320E-4
04.02.2020  15:03:26,454313	4,453856E+0	04.02.2020  15:03:26,454317	-1,011435E-3
04.02.2020  15:03:26,454321	4,440312E+0	04.02.2020  15:03:26,454325	-6,889837E-4
04.02.2020  15:03:26,454329	4,423545E+0	04.02.2020  15:03:26,454333	-3,665320E-4
04.02.2020  15:03:26,454337	4,401940E+0	04.02.2020  15:03:26,454341	-6,889837E-4
